============================================================
✓ Using cached sleep-edf
Data: train=(313922, 24) val=(66753, 24) test=(72330, 24)
Model: 12,165 params

DP Training
  Noise multiplier: 0.6
  Max grad norm: 1.0
  Delta: 1e-05
  Epochs: 60

Epoch 01: loss=0.9171 acc=0.7606 | val_loss=0.8229 val_acc=0.8143 | ε=1.2803
Epoch 05: loss=0.8391 acc=0.7960 | val_loss=0.8082 val_acc=0.8205 | ε=0.1164
Epoch 06: loss=0.8297 acc=0.8013 | val_loss=0.7958 val_acc=0.8232 | ε=0.1275
Epoch 07: loss=0.8279 acc=0.8040 | val_loss=0.8106 val_acc=0.8251 | ε=0.1377
Epoch 08: loss=0.8195 acc=0.8074 | val_loss=0.8001 val_acc=0.8285 | ε=0.1473
Epoch 09: loss=0.8126 acc=0.8090 | val_loss=0.8129 val_acc=0.8297 | ε=0.1563
Epoch 10: loss=0.8141 acc=0.8110 | val_loss=0.7879 val_acc=0.8304 | ε=0.1649
Epoch 11: loss=0.8027 acc=0.8125 | val_loss=0.7921 val_acc=0.8335 | ε=0.1731
Epoch 12: loss=0.8054 acc=0.8147 | val_loss=0.7928 val_acc=0.8336 | ε=0.1810
Epoch 13: loss=0.8039 acc=0.8161 | val_loss=0.7686 val_acc=0.8350 | ε=0.1885
Epoch 14: loss=0.7961 acc=0.8159 | val_loss=0.7640 val_acc=0.8335 | ε=0.1958
Epoch 15: loss=0.7901 acc=0.8175 | val_loss=0.7698 val_acc=0.8350 | ε=0.2029
Epoch 16: loss=0.7852 acc=0.8183 | val_loss=0.7652 val_acc=0.8369 | ε=0.2098
Epoch 17: loss=0.7871 acc=0.8174 | val_loss=0.7744 val_acc=0.8359 | ε=0.2164
Epoch 18: loss=0.7732 acc=0.8192 | val_loss=0.7514 val_acc=0.8371 | ε=0.2229
Epoch 19: loss=0.7653 acc=0.8211 | val_loss=0.7676 val_acc=0.8373 | ε=0.2293
Epoch 20: loss=0.7769 acc=0.8216 | val_loss=0.7498 val_acc=0.8383 | ε=0.2354
Epoch 21: loss=0.7660 acc=0.8239 | val_loss=0.7643 val_acc=0.8380 | ε=0.2415
Epoch 22: loss=0.7696 acc=0.8233 | val_loss=0.7708 val_acc=0.8377 | ε=0.2474
Epoch 23: loss=0.7645 acc=0.8248 | val_loss=0.7631 val_acc=0.8377 | ε=0.2532
Epoch 24: loss=0.7702 acc=0.8229 | val_loss=0.7578 val_acc=0.8385 | ε=0.2589
Epoch 25: loss=0.7623 acc=0.8245 | val_loss=0.7499 val_acc=0.8407 | ε=0.2644
Epoch 26: loss=0.7648 acc=0.8255 | val_loss=0.7392 val_acc=0.8398 | ε=0.2699
Epoch 27: loss=0.7605 acc=0.8256 | val_loss=0.7378 val_acc=0.8403 | ε=0.2753
Epoch 28: loss=0.7645 acc=0.8258 | val_loss=0.7478 val_acc=0.8408 | ε=0.2805
Epoch 29: loss=0.7624 acc=0.8261 | val_loss=0.7561 val_acc=0.8405 | ε=0.2857
Epoch 30: loss=0.7607 acc=0.8261 | val_loss=0.7511 val_acc=0.8404 | ε=0.2908
Epoch 31: loss=0.7594 acc=0.8267 | val_loss=0.7397 val_acc=0.8420 | ε=0.2959
Epoch 32: loss=0.7449 acc=0.8291 | val_loss=0.7448 val_acc=0.8418 | ε=0.3008
Epoch 33: loss=0.7561 acc=0.8269 | val_loss=0.7359 val_acc=0.8417 | ε=0.3057
Epoch 34: loss=0.7497 acc=0.8285 | val_loss=0.7508 val_acc=0.8415 | ε=0.3106
Epoch 35: loss=0.7501 acc=0.8278 | val_loss=0.7442 val_acc=0.8418 | ε=0.3153
Epoch 36: loss=0.7438 acc=0.8290 | val_loss=0.7458 val_acc=0.8427 | ε=0.3200
Epoch 37: loss=0.7410 acc=0.8296 | val_loss=0.7376 val_acc=0.8429 | ε=0.3247
Epoch 38: loss=0.7470 acc=0.8283 | val_loss=0.7369 val_acc=0.8431 | ε=0.3292
Epoch 39: loss=0.7415 acc=0.8302 | val_loss=0.7403 val_acc=0.8430 | ε=0.3338
Epoch 40: loss=0.7443 acc=0.8305 | val_loss=0.7436 val_acc=0.8434 | ε=0.3383
Epoch 41: loss=0.7445 acc=0.8301 | val_loss=0.7418 val_acc=0.8429 | ε=0.3427
Epoch 42: loss=0.7393 acc=0.8314 | val_loss=0.7428 val_acc=0.8432 | ε=0.3471
Epoch 43: loss=0.7427 acc=0.8306 | val_loss=0.7398 val_acc=0.8434 | ε=0.3514
Epoch 44: loss=0.7424 acc=0.8308 | val_loss=0.7380 val_acc=0.8432 | ε=0.3557
Epoch 45: loss=0.7400 acc=0.8307 | val_loss=0.7376 val_acc=0.8434 | ε=0.3599
Epoch 46: loss=0.7375 acc=0.8313 | val_loss=0.7390 val_acc=0.8437 | ε=0.3641
Epoch 47: loss=0.7375 acc=0.8313 | val_loss=0.7402 val_acc=0.8435 | ε=0.3683
Epoch 48: loss=0.7335 acc=0.8330 | val_loss=0.7441 val_acc=0.8435 | ε=0.3724
Epoch 49: loss=0.7353 acc=0.8330 | val_loss=0.7393 val_acc=0.8435 | ε=0.3765
Epoch 50: loss=0.7383 acc=0.8320 | val_loss=0.7413 val_acc=0.8435 | ε=0.3805
Epoch 51: loss=0.7386 acc=0.8321 | val_loss=0.7408 val_acc=0.8439 | ε=0.3845
Epoch 52: loss=0.7365 acc=0.8321 | val_loss=0.7417 val_acc=0.8440 | ε=0.3885
Epoch 53: loss=0.7377 acc=0.8331 | val_loss=0.7429 val_acc=0.8438 | ε=0.3924
Epoch 54: loss=0.7408 acc=0.8321 | val_loss=0.7433 val_acc=0.8439 | ε=0.3963
Epoch 55: loss=0.7404 acc=0.8316 | val_loss=0.7420 val_acc=0.8438 | ε=0.4002
Epoch 56: loss=0.7436 acc=0.8319 | val_loss=0.7422 val_acc=0.8439 | ε=0.4040
Epoch 57: loss=0.7427 acc=0.8322 | val_loss=0.7425 val_acc=0.8439 | ε=0.4078
Epoch 58: loss=0.7472 acc=0.8306 | val_loss=0.7419 val_acc=0.8438 | ε=0.4116
Epoch 59: loss=0.7432 acc=0.8318 | val_loss=0.7419 val_acc=0.8439 | ε=0.4153
Epoch 60: loss=0.7377 acc=0.8319 | val_loss=0.7418 val_acc=0.8439 | ε=0.4190
✓ 0.8583 acc | 0.8369 f1 | 780.4s

[11/21]

============================================================
dp_sleep_edf_noise2_0_run2 | sleep-edf | dp | seed=123
============================================================
✓ Using cached sleep-edf
Data: train=(313922, 24) val=(66753, 24) test=(72330, 24)
Model: 12,165 params

DP Training
  Noise multiplier: 2.0
  Max grad norm: 1.0
  Delta: 1e-05
  Epochs: 60

Epoch 01: loss=0.9501 acc=0.7334 | val_loss=0.8616 val_acc=0.7846 | ε=0.0546
Epoch 02: loss=0.8979 acc=0.7666 | val_loss=0.8617 val_acc=0.7991 | ε=0.0748
Epoch 03: loss=0.8668 acc=0.7798 | val_loss=0.8401 val_acc=0.8089 | ε=0.0907
Epoch 04: loss=0.8519 acc=0.7876 | val_loss=0.8546 val_acc=0.8125 | ε=0.1043
Epoch 05: loss=0.8416 acc=0.7951 | val_loss=0.8342 val_acc=0.8183 | ε=0.1164
Epoch 06: loss=0.8356 acc=0.8009 | val_loss=0.8089 val_acc=0.8232 | ε=0.1275
Epoch 07: loss=0.8252 acc=0.8037 | val_loss=0.7816 val_acc=0.8274 | ε=0.1377
Epoch 08: loss=0.8193 acc=0.8098 | val_loss=0.7949 val_acc=0.8288 | ε=0.1473
Epoch 09: loss=0.8179 acc=0.8108 | val_loss=0.7876 val_acc=0.8321 | ε=0.1563
Epoch 10: loss=0.8167 acc=0.8132 | val_loss=0.7991 val_acc=0.8331 | ε=0.1649
Epoch 11: loss=0.8119 acc=0.8128 | val_loss=0.7775 val_acc=0.8337 | ε=0.1731
Epoch 12: loss=0.8098 acc=0.8146 | val_loss=0.7830 val_acc=0.8345 | ε=0.1810
Epoch 13: loss=0.8081 acc=0.8162 | val_loss=0.7936 val_acc=0.8351 | ε=0.1885
Epoch 14: loss=0.8070 acc=0.8156 | val_loss=0.7748 val_acc=0.8360 | ε=0.1958
Epoch 15: loss=0.8002 acc=0.8172 | val_loss=0.7805 val_acc=0.8365 | ε=0.2029
Epoch 16: loss=0.7891 acc=0.8187 | val_loss=0.7715 val_acc=0.8369 | ε=0.2098
Epoch 17: loss=0.7871 acc=0.8190 | val_loss=0.7714 val_acc=0.8375 | ε=0.2164
Epoch 18: loss=0.7902 acc=0.8192 | val_loss=0.7869 val_acc=0.8357 | ε=0.2229
Epoch 19: loss=0.7823 acc=0.8200 | val_loss=0.7705 val_acc=0.8367 | ε=0.2293
Epoch 20: loss=0.7740 acc=0.8228 | val_loss=0.7720 val_acc=0.8386 | ε=0.2354
Epoch 21: loss=0.7776 acc=0.8231 | val_loss=0.7776 val_acc=0.8376 | ε=0.2415
Epoch 22: loss=0.7759 acc=0.8235 | val_loss=0.7944 val_acc=0.8381 | ε=0.2474
Epoch 23: loss=0.7753 acc=0.8243 | val_loss=0.7704 val_acc=0.8390 | ε=0.2532
Epoch 24: loss=0.7679 acc=0.8242 | val_loss=0.7804 val_acc=0.8383 | ε=0.2589
Epoch 25: loss=0.7698 acc=0.8246 | val_loss=0.7701 val_acc=0.8398 | ε=0.2644
Epoch 26: loss=0.7705 acc=0.8250 | val_loss=0.7782 val_acc=0.8405 | ε=0.2699
Epoch 27: loss=0.7678 acc=0.8244 | val_loss=0.7605 val_acc=0.8402 | ε=0.2753
Epoch 28: loss=0.7648 acc=0.8258 | val_loss=0.7632 val_acc=0.8402 | ε=0.2805
Epoch 29: loss=0.7605 acc=0.8266 | val_loss=0.7725 val_acc=0.8396 | ε=0.2857
Epoch 30: loss=0.7659 acc=0.8255 | val_loss=0.7595 val_acc=0.8391 | ε=0.2908
Epoch 31: loss=0.7639 acc=0.8266 | val_loss=0.7603 val_acc=0.8410 | ε=0.2959
Epoch 32: loss=0.7619 acc=0.8267 | val_loss=0.7531 val_acc=0.8420 | ε=0.3008
Epoch 33: loss=0.7545 acc=0.8290 | val_loss=0.7564 val_acc=0.8418 | ε=0.3057
Epoch 34: loss=0.7578 acc=0.8290 | val_loss=0.7630 val_acc=0.8413 | ε=0.3106
Epoch 35: loss=0.7592 acc=0.8281 | val_loss=0.7663 val_acc=0.8422 | ε=0.3153
Epoch 36: loss=0.7565 acc=0.8283 | val_loss=0.7607 val_acc=0.8422 | ε=0.3200
Epoch 37: loss=0.7500 acc=0.8302 | val_loss=0.7537 val_acc=0.8419 | ε=0.3247
Epoch 38: loss=0.7529 acc=0.8292 | val_loss=0.7542 val_acc=0.8421 | ε=0.3292
Epoch 39: loss=0.7498 acc=0.8297 | val_loss=0.7561 val_acc=0.8420 | ε=0.3338
Epoch 40: loss=0.7509 acc=0.8305 | val_loss=0.7598 val_acc=0.8423 | ε=0.3383
Epoch 41: loss=0.7484 acc=0.8306 | val_loss=0.7480 val_acc=0.8421 | ε=0.3427
Epoch 42: loss=0.7457 acc=0.8306 | val_loss=0.7503 val_acc=0.8423 | ε=0.3471
Epoch 43: loss=0.7439 acc=0.8320 | val_loss=0.7554 val_acc=0.8427 | ε=0.3514
Epoch 44: loss=0.7492 acc=0.8309 | val_loss=0.7517 val_acc=0.8427 | ε=0.3557
Epoch 45: loss=0.7419 acc=0.8325 | val_loss=0.7569 val_acc=0.8428 | ε=0.3599
Epoch 46: loss=0.7494 acc=0.8312 | val_loss=0.7584 val_acc=0.8429 | ε=0.3641
Epoch 47: loss=0.7480 acc=0.8317 | val_loss=0.7525 val_acc=0.8428 | ε=0.3683
Epoch 48: loss=0.7383 acc=0.8323 | val_loss=0.7525 val_acc=0.8428 | ε=0.3724
Epoch 49: loss=0.7484 acc=0.8315 | val_loss=0.7550 val_acc=0.8426 | ε=0.3765
Epoch 50: loss=0.7431 acc=0.8322 | val_loss=0.7515 val_acc=0.8427 | ε=0.3805
Epoch 51: loss=0.7374 acc=0.8330 | val_loss=0.7541 val_acc=0.8426 | ε=0.3845
Epoch 52: loss=0.7469 acc=0.8318 | val_loss=0.7541 val_acc=0.8426 | ε=0.3885
Epoch 53: loss=0.7404 acc=0.8334 | val_loss=0.7556 val_acc=0.8427 | ε=0.3924
Epoch 54: loss=0.7443 acc=0.8324 | val_loss=0.7560 val_acc=0.8427 | ε=0.3963
Epoch 55: loss=0.7374 acc=0.8340 | val_loss=0.7565 val_acc=0.8429 | ε=0.4002
Epoch 56: loss=0.7480 acc=0.8320 | val_loss=0.7566 val_acc=0.8427 | ε=0.4040
Epoch 57: loss=0.7433 acc=0.8328 | val_loss=0.7565 val_acc=0.8427 | ε=0.4078
Epoch 58: loss=0.7460 acc=0.8327 | val_loss=0.7565 val_acc=0.8427 | ε=0.4116
Epoch 59: loss=0.7438 acc=0.8325 | val_loss=0.7564 val_acc=0.8427 | ε=0.4153
Epoch 60: loss=0.7416 acc=0.8334 | val_loss=0.7564 val_acc=0.8427 | ε=0.4190
✓ 0.8584 acc | 0.8359 f1 | 470.0s

[12/21]

============================================================
dp_sleep_edf_noise2_0_run3 | sleep-edf | dp | seed=456
============================================================
✓ Using cached sleep-edf
Data: train=(313922, 24) val=(66753, 24) test=(72330, 24)
Model: 12,165 params

DP Training
  Noise multiplier: 2.0
  Max grad norm: 1.0
  Delta: 1e-05
  Epochs: 60

Epoch 01: loss=0.9887 acc=0.7297 | val_loss=0.8820 val_acc=0.7866 | ε=0.0546
Epoch 02: loss=0.9120 acc=0.7669 | val_loss=0.8360 val_acc=0.7976 | ε=0.0748
Epoch 03: loss=0.8737 acc=0.7789 | val_loss=0.8141 val_acc=0.8085 | ε=0.0907
Epoch 04: loss=0.8635 acc=0.7871 | val_loss=0.7923 val_acc=0.8177 | ε=0.1043
Epoch 05: loss=0.8536 acc=0.7944 | val_loss=0.7951 val_acc=0.8233 | ε=0.1164
Epoch 06: loss=0.8392 acc=0.8018 | val_loss=0.7937 val_acc=0.8277 | ε=0.1275
Epoch 07: loss=0.8316 acc=0.8067 | val_loss=0.7704 val_acc=0.8317 | ε=0.1377
Epoch 08: loss=0.8176 acc=0.8098 | val_loss=0.7696 val_acc=0.8326 | ε=0.1473
Epoch 09: loss=0.8190 acc=0.8119 | val_loss=0.7689 val_acc=0.8355 | ε=0.1563
Epoch 10: loss=0.8172 acc=0.8129 | val_loss=0.7863 val_acc=0.8356 | ε=0.1649
Epoch 11: loss=0.8106 acc=0.8157 | val_loss=0.7588 val_acc=0.8375 | ε=0.1731
Epoch 12: loss=0.7993 acc=0.8181 | val_loss=0.7728 val_acc=0.8378 | ε=0.1810
Epoch 13: loss=0.8004 acc=0.8187 | val_loss=0.7642 val_acc=0.8384 | ε=0.1885
Epoch 14: loss=0.8018 acc=0.8187 | val_loss=0.7500 val_acc=0.8386 | ε=0.1958
Epoch 15: loss=0.7915 acc=0.8191 | val_loss=0.7535 val_acc=0.8389 | ε=0.2029
Epoch 16: loss=0.7959 acc=0.8200 | val_loss=0.7647 val_acc=0.8391 | ε=0.2098
Epoch 17: loss=0.7884 acc=0.8216 | val_loss=0.7447 val_acc=0.8404 | ε=0.2164
Epoch 18: loss=0.7900 acc=0.8213 | val_loss=0.7543 val_acc=0.8407 | ε=0.2229
Epoch 19: loss=0.7913 acc=0.8214 | val_loss=0.7492 val_acc=0.8404 | ε=0.2293
Epoch 20: loss=0.7868 acc=0.8225 | val_loss=0.7449 val_acc=0.8403 | ε=0.2354
Epoch 21: loss=0.7791 acc=0.8233 | val_loss=0.7362 val_acc=0.8418 | ε=0.2415
Epoch 22: loss=0.7744 acc=0.8231 | val_loss=0.7286 val_acc=0.8419 | ε=0.2474
Epoch 23: loss=0.7702 acc=0.8233 | val_loss=0.7447 val_acc=0.8420 | ε=0.2532
Epoch 24: loss=0.7702 acc=0.8255 | val_loss=0.7392 val_acc=0.8413 | ε=0.2589
Epoch 25: loss=0.7632 acc=0.8251 | val_loss=0.7404 val_acc=0.8408 | ε=0.2644
Epoch 26: loss=0.7684 acc=0.8252 | val_loss=0.7416 val_acc=0.8412 | ε=0.2699
Epoch 27: loss=0.7686 acc=0.8251 | val_loss=0.7443 val_acc=0.8420 | ε=0.2753
Epoch 28: loss=0.7613 acc=0.8275 | val_loss=0.7513 val_acc=0.8414 | ε=0.2805
Epoch 29: loss=0.7660 acc=0.8266 | val_loss=0.7412 val_acc=0.8412 | ε=0.2857
Epoch 30: loss=0.7554 acc=0.8284 | val_loss=0.7409 val_acc=0.8420 | ε=0.2908
Epoch 31: loss=0.7576 acc=0.8277 | val_loss=0.7487 val_acc=0.8434 | ε=0.2959
Epoch 32: loss=0.7600 acc=0.8279 | val_loss=0.7485 val_acc=0.8426 | ε=0.3008
Epoch 33: loss=0.7578 acc=0.8283 | val_loss=0.7443 val_acc=0.8428 | ε=0.3057
Epoch 34: loss=0.7558 acc=0.8294 | val_loss=0.7420 val_acc=0.8436 | ε=0.3106
Epoch 35: loss=0.7540 acc=0.8306 | val_loss=0.7458 val_acc=0.8431 | ε=0.3153
Epoch 36: loss=0.7560 acc=0.8300 | val_loss=0.7505 val_acc=0.8433 | ε=0.3200
Epoch 37: loss=0.7531 acc=0.8317 | val_loss=0.7573 val_acc=0.8436 | ε=0.3247
Epoch 38: loss=0.7549 acc=0.8310 | val_loss=0.7517 val_acc=0.8434 | ε=0.3292
Epoch 39: loss=0.7552 acc=0.8308 | val_loss=0.7558 val_acc=0.8431 | ε=0.3338
Epoch 40: loss=0.7544 acc=0.8310 | val_loss=0.7597 val_acc=0.8429 | ε=0.3383
Epoch 41: loss=0.7599 acc=0.8310 | val_loss=0.7570 val_acc=0.8431 | ε=0.3427
Epoch 42: loss=0.7504 acc=0.8310 | val_loss=0.7510 val_acc=0.8424 | ε=0.3471
Epoch 43: loss=0.7517 acc=0.8317 | val_loss=0.7530 val_acc=0.8428 | ε=0.3514
Epoch 44: loss=0.7540 acc=0.8318 | val_loss=0.7516 val_acc=0.8427 | ε=0.3557
Epoch 45: loss=0.7477 acc=0.8326 | val_loss=0.7528 val_acc=0.8431 | ε=0.3599
Epoch 46: loss=0.7538 acc=0.8320 | val_loss=0.7545 val_acc=0.8428 | ε=0.3641
Epoch 47: loss=0.7441 acc=0.8332 | val_loss=0.7513 val_acc=0.8435 | ε=0.3683
Epoch 48: loss=0.7474 acc=0.8318 | val_loss=0.7530 val_acc=0.8437 | ε=0.3724
Epoch 49: loss=0.7444 acc=0.8326 | val_loss=0.7500 val_acc=0.8434 | ε=0.3765
Epoch 50: loss=0.7422 acc=0.8336 | val_loss=0.7539 val_acc=0.8434 | ε=0.3805
Epoch 51: loss=0.7458 acc=0.8332 | val_loss=0.7558 val_acc=0.8435 | ε=0.3845
Epoch 52: loss=0.7458 acc=0.8325 | val_loss=0.7546 val_acc=0.8437 | ε=0.3885
Epoch 53: loss=0.7419 acc=0.8340 | val_loss=0.7541 val_acc=0.8436 | ε=0.3924
Epoch 54: loss=0.7487 acc=0.8325 | val_loss=0.7537 val_acc=0.8434 | ε=0.3963
Epoch 55: loss=0.7488 acc=0.8327 | val_loss=0.7552 val_acc=0.8436 | ε=0.4002
Epoch 56: loss=0.7478 acc=0.8333 | val_loss=0.7543 val_acc=0.8437 | ε=0.4040
Epoch 57: loss=0.7451 acc=0.8332 | val_loss=0.7534 val_acc=0.8437 | ε=0.4078
Epoch 58: loss=0.7442 acc=0.8337 | val_loss=0.7533 val_acc=0.8437 | ε=0.4116
Epoch 59: loss=0.7354 acc=0.8346 | val_loss=0.7535 val_acc=0.8437 | ε=0.4153
Epoch 60: loss=0.7430 acc=0.8330 | val_loss=0.7535 val_acc=0.8437 | ε=0.4190
✓ 0.8577 acc | 0.8358 f1 | 464.7s

[13/21]

============================================================
fl_sleep_edf_c3_run1 | sleep-edf | fl | seed=42
============================================================
✓ Using cached sleep-edf
Data: train=(313922, 24) val=(66753, 24) test=(72330, 24)
Model: 12,165 params

======================================================================
FEDERATED LEARNING TRAINING
======================================================================
  Clients: 3
  Global rounds: 40
  Local epochs per round: 1
  Validation frequency: every 5 rounds
  Early stopping patience: 15 validation rounds
======================================================================

Round   2: loss=0.4751 acc=0.8350
Round   4: loss=0.4362 acc=0.8485
Round   5: loss=0.4266 acc=0.8516 | val_loss=0.4182 val_acc=0.8582
Round   6: loss=0.4209 acc=0.8537
Round   8: loss=0.4103 acc=0.8569
Round  10: loss=0.4044 acc=0.8587 | val_loss=0.4031 val_acc=0.8655
Round  12: loss=0.4003 acc=0.8600
Round  14: loss=0.3952 acc=0.8615
Round  15: loss=0.3940 acc=0.8622 | val_loss=0.3986 val_acc=0.8679
Round  16: loss=0.3941 acc=0.8616
Round  18: loss=0.3899 acc=0.8633
Round  20: loss=0.3874 acc=0.8635 | val_loss=0.4001 val_acc=0.8693
Round  22: loss=0.3852 acc=0.8650
Round  24: loss=0.3837 acc=0.8644
Round  25: loss=0.3826 acc=0.8656 | val_loss=0.3962 val_acc=0.8695
Round  26: loss=0.3822 acc=0.8658
Round  28: loss=0.3807 acc=0.8660
Round  30: loss=0.3786 acc=0.8666 | val_loss=0.3931 val_acc=0.8690
Round  32: loss=0.3767 acc=0.8677
Round  34: loss=0.3755 acc=0.8684
Round  35: loss=0.3747 acc=0.8682 | val_loss=0.3914 val_acc=0.8702
Round  36: loss=0.3739 acc=0.8687
Round  38: loss=0.3732 acc=0.8688
Round  40: loss=0.3725 acc=0.8694 | val_loss=0.3884 val_acc=0.8722

======================================================================
Training completed: 40 rounds in 73.8s
  Best validation accuracy: 0.8722 (round 40)
  Validation checks: 8
======================================================================

✓ 0.8826 acc | 0.8691 f1 | 74.0s

[14/21]

============================================================
fl_sleep_edf_c3_run2 | sleep-edf | fl | seed=123
============================================================
✓ Using cached sleep-edf
Data: train=(313922, 24) val=(66753, 24) test=(72330, 24)
Model: 12,165 params

======================================================================
FEDERATED LEARNING TRAINING
======================================================================
  Clients: 3
  Global rounds: 40
  Local epochs per round: 1
  Validation frequency: every 5 rounds
  Early stopping patience: 15 validation rounds
======================================================================

Round   2: loss=0.4776 acc=0.8335
Round   4: loss=0.4386 acc=0.8480
Round   5: loss=0.4286 acc=0.8505 | val_loss=0.4206 val_acc=0.8576
Round   6: loss=0.4223 acc=0.8532
Round   8: loss=0.4122 acc=0.8569
Round  10: loss=0.4044 acc=0.8587 | val_loss=0.4098 val_acc=0.8644
Round  12: loss=0.4004 acc=0.8603
Round  14: loss=0.3963 acc=0.8611
Round  15: loss=0.3939 acc=0.8622 | val_loss=0.4018 val_acc=0.8683
Round  16: loss=0.3915 acc=0.8630
Round  18: loss=0.3899 acc=0.8638
Round  20: loss=0.3862 acc=0.8646 | val_loss=0.3970 val_acc=0.8684
Round  22: loss=0.3851 acc=0.8646
Round  24: loss=0.3830 acc=0.8655
Round  25: loss=0.3815 acc=0.8659 | val_loss=0.3963 val_acc=0.8704
Round  26: loss=0.3814 acc=0.8662
Round  28: loss=0.3794 acc=0.8668
Round  30: loss=0.3787 acc=0.8669 | val_loss=0.3922 val_acc=0.8704
Round  32: loss=0.3766 acc=0.8676
Round  34: loss=0.3745 acc=0.8684
Round  35: loss=0.3743 acc=0.8685 | val_loss=0.3903 val_acc=0.8717
Round  36: loss=0.3747 acc=0.8686
Round  38: loss=0.3732 acc=0.8692
Round  40: loss=0.3721 acc=0.8698 | val_loss=0.3900 val_acc=0.8713

======================================================================
Training completed: 40 rounds in 63.0s
  Best validation accuracy: 0.8717 (round 35)
  Validation checks: 8
======================================================================

✓ 0.8838 acc | 0.8697 f1 | 63.3s

[15/21]

============================================================
fl_sleep_edf_c3_run3 | sleep-edf | fl | seed=456
============================================================
✓ Using cached sleep-edf
Data: train=(313922, 24) val=(66753, 24) test=(72330, 24)
Model: 12,165 params

======================================================================
FEDERATED LEARNING TRAINING
======================================================================
  Clients: 3
  Global rounds: 40
  Local epochs per round: 1
  Validation frequency: every 5 rounds
  Early stopping patience: 15 validation rounds
======================================================================

Round   2: loss=0.4822 acc=0.8327
Round   4: loss=0.4387 acc=0.8479
Round   5: loss=0.4296 acc=0.8509 | val_loss=0.4165 val_acc=0.8593
Round   6: loss=0.4226 acc=0.8531
Round   8: loss=0.4133 acc=0.8565
Round  10: loss=0.4064 acc=0.8589 | val_loss=0.4013 val_acc=0.8652
Round  12: loss=0.3990 acc=0.8608
Round  14: loss=0.3954 acc=0.8623
Round  15: loss=0.3952 acc=0.8620 | val_loss=0.3959 val_acc=0.8682
Round  16: loss=0.3926 acc=0.8631
Round  18: loss=0.3893 acc=0.8640
Round  20: loss=0.3880 acc=0.8647 | val_loss=0.3940 val_acc=0.8693
Round  22: loss=0.3865 acc=0.8650
Round  24: loss=0.3838 acc=0.8657
Round  25: loss=0.3830 acc=0.8660 | val_loss=0.3913 val_acc=0.8698
Round  26: loss=0.3820 acc=0.8660
Round  28: loss=0.3797 acc=0.8665
Round  30: loss=0.3785 acc=0.8673 | val_loss=0.3907 val_acc=0.8707
Round  32: loss=0.3781 acc=0.8674
Round  34: loss=0.3745 acc=0.8686
Round  35: loss=0.3748 acc=0.8685 | val_loss=0.3886 val_acc=0.8722
Round  36: loss=0.3748 acc=0.8686
Round  38: loss=0.3733 acc=0.8695
Round  40: loss=0.3726 acc=0.8698 | val_loss=0.3850 val_acc=0.8736

======================================================================
Training completed: 40 rounds in 73.9s
  Best validation accuracy: 0.8736 (round 40)
  Validation checks: 8
======================================================================

✓ 0.8828 acc | 0.8684 f1 | 74.2s

[16/21]

============================================================
fl_sleep_edf_c5_run1 | sleep-edf | fl | seed=42
============================================================
✓ Using cached sleep-edf
Data: train=(313922, 24) val=(66753, 24) test=(72330, 24)
Model: 12,165 params

======================================================================
FEDERATED LEARNING TRAINING
======================================================================
  Clients: 5
  Global rounds: 40
  Local epochs per round: 1
  Validation frequency: every 5 rounds
  Early stopping patience: 15 validation rounds
======================================================================

Round   2: loss=0.4978 acc=0.8252
Round   4: loss=0.4485 acc=0.8438
Round   5: loss=0.4381 acc=0.8474 | val_loss=0.4315 val_acc=0.8534
Round   6: loss=0.4312 acc=0.8502
Round   8: loss=0.4189 acc=0.8540
Round  10: loss=0.4121 acc=0.8562 | val_loss=0.4144 val_acc=0.8598
Round  12: loss=0.4061 acc=0.8575
Round  14: loss=0.4015 acc=0.8595
Round  15: loss=0.3998 acc=0.8598 | val_loss=0.4088 val_acc=0.8644
Round  16: loss=0.3975 acc=0.8610
Round  18: loss=0.3948 acc=0.8622
Round  20: loss=0.3913 acc=0.8628 | val_loss=0.4082 val_acc=0.8648
Round  22: loss=0.3887 acc=0.8637
Round  24: loss=0.3876 acc=0.8642
Round  25: loss=0.3864 acc=0.8649 | val_loss=0.4045 val_acc=0.8676
Round  26: loss=0.3855 acc=0.8646
Round  28: loss=0.3830 acc=0.8655
Round  30: loss=0.3825 acc=0.8657 | val_loss=0.4023 val_acc=0.8676
Round  32: loss=0.3813 acc=0.8659
Round  34: loss=0.3794 acc=0.8668
Round  35: loss=0.3792 acc=0.8671 | val_loss=0.3988 val_acc=0.8696
Round  36: loss=0.3793 acc=0.8671
Round  38: loss=0.3787 acc=0.8674
Round  40: loss=0.3768 acc=0.8679 | val_loss=0.3972 val_acc=0.8698

======================================================================
Training completed: 40 rounds in 82.8s
  Best validation accuracy: 0.8698 (round 40)
  Validation checks: 8
======================================================================

✓ 0.8814 acc | 0.8685 f1 | 83.0s

[17/21]

============================================================
fl_sleep_edf_c5_run2 | sleep-edf | fl | seed=123
============================================================
✓ Using cached sleep-edf
Data: train=(313922, 24) val=(66753, 24) test=(72330, 24)
Model: 12,165 params

======================================================================
FEDERATED LEARNING TRAINING
======================================================================
  Clients: 5
  Global rounds: 40
  Local epochs per round: 1
  Validation frequency: every 5 rounds
  Early stopping patience: 15 validation rounds
======================================================================

